Probabilities:
Number: 1, Probability: 4.428900063357943e-06, Refund 119.997, Cost 0.0005314547209027632
Number: 317, Probability: 5.422122251186323e-06, Refund 119.049, Cost 0.0006454982318814806
Number: 318, Probability: 5.4255838821681834e-06, Refund 119.046, Cost 0.0006458940588365936
Number: 319, Probability: 5.429047655880481e-06, Refund 119.043, Cost 0.0006462901200989801
Number: 320, Probability: 5.432513566772101e-06, Refund 119.04, Cost 0.000646686414988551
Number: 321, Probability: 5.435981620394159e-06, Refund 119.037, Cost 0.0006470829441468595
Number: 322, Probability: 5.439451816746654e-06, Refund 119.034, Cost 0.0006474797075546213
Number: 323, Probability: 5.442924155829587e-06, Refund 119.031, Cost 0.0006478767051925516
Number: 324, Probability: 5.446398637642957e-06, Refund 119.028, Cost 0.0006482739370413659
Number: 325, Probability: 5.44987526773788e-06, Refund 119.025, Cost 0.0006486714037425012
Number: 326, Probability: 5.453354046114356e-06, Refund 119.022, Cost 0.0006490691052766229
Number: 327, Probability: 5.456834972772384e-06, Refund 119.019, Cost 0.0006494670416243965
Number: 328, Probability: 5.46031805326308e-06, Refund 119.016, Cost 0.0006498652134271588
Number: 329, Probability: 5.463803282035329e-06, Refund 119.013, Cost 0.0006502636200048706
Number: 330, Probability: 5.467290664640245e-06, Refund 119.01, Cost 0.0006506622619988356
Number: 331, Probability: 5.4707802010778295e-06, Refund 119.007, Cost 0.0006510611393896693
Number: 332, Probability: 5.4742718913480815e-06, Refund 119.004, Cost 0.0006514602521579871
Number: 333, Probability: 5.477765741002116e-06, Refund 119.001, Cost 0.0006518596009449928
Number: 334, Probability: 5.481261750039934e-06, Refund 118.998, Cost 0.0006522591857312521
Number: 335, Probability: 5.48475991291042e-06, Refund 118.995, Cost 0.0006526590058367754
Number: 336, Probability: 5.488260240715803e-06, Refund 118.992, Cost 0.0006530590625632549
Number: 337, Probability: 5.49176272790497e-06, Refund 118.989, Cost 0.0006534593552306845
Number: 338, Probability: 5.495267380029034e-06, Refund 118.986, Cost 0.0006538598844801347
Number: 339, Probability: 5.498774197087997e-06, Refund 118.983, Cost 0.0006542606502921211
Number: 340, Probability: 5.502283173530742e-06, Refund 118.98, Cost 0.0006546616519866877
Number: 341, Probability: 5.505794326010616e-06, Refund 118.977, Cost 0.0006550628915257651
Number: 342, Probability: 5.509307643425387e-06, Refund 118.974, Cost 0.000655464367568892
Number: 343, Probability: 5.512823125775057e-06, Refund 118.971, Cost 0.0006558660800965844
Number: 344, Probability: 5.516340784161855e-06, Refund 118.968, Cost 0.0006562680304101675
Number: 345, Probability: 5.519860613034666e-06, Refund 118.965, Cost 0.0006566702178296691
Number: 346, Probability: 5.52338261239349e-06, Refund 118.962, Cost 0.0006570726423355544
Number: 347, Probability: 5.526906793340558e-06, Refund 118.959, Cost 0.0006574753052289994
Number: 348, Probability: 5.530433144773639e-06, Refund 118.956, Cost 0.000657878205169693
Number: 349, Probability: 5.533961677794963e-06, Refund 118.953, Cost 0.0006582813434587442
Number: 350, Probability: 5.537492386853415e-06, Refund 118.95, Cost 0.0006586847194162138
Number: 351, Probability: 5.541025271948996e-06, Refund 118.947, Cost 0.0006590883330225173
Number: 352, Probability: 5.544560344183935e-06, Refund 118.944, Cost 0.000659492185578614
Number: 353, Probability: 5.548097598007118e-06, Refund 118.941, Cost 0.0006598962764045646
Number: 354, Probability: 5.551637033418544e-06, Refund 118.938, Cost 0.0006603006054807348
Number: 355, Probability: 5.555178655969328e-06, Refund 118.935, Cost 0.0006607051734477121
Number: 356, Probability: 5.558722465659471e-06, Refund 118.932, Cost 0.0006611099802858123
Number: 357, Probability: 5.562268462488973e-06, Refund 118.929, Cost 0.0006615150259753511
Number: 358, Probability: 5.565816646457833e-06, Refund 118.926, Cost 0.0006619203104966442
Number: 359, Probability: 5.5693670175660515e-06, Refund 118.923, Cost 0.0006623258338300075
Number: 360, Probability: 5.572919586915859e-06, Refund 118.92, Cost 0.0006627315972760339
Number: 361, Probability: 5.57647434895614e-06, Refund 118.917, Cost 0.0006631376001548173
Number: 362, Probability: 5.580031298135779e-06, Refund 118.914, Cost 0.000663543841786518
Number: 363, Probability: 5.5835904511081225e-06, Refund 118.911, Cost 0.000663950324131718
Number: 364, Probability: 5.5871517967709394e-06, Refund 118.908, Cost 0.0006643570458504389
Number: 365, Probability: 5.590715340675345e-06, Refund 118.905, Cost 0.0006647640075830019
Number: 366, Probability: 5.59428108282134e-06, Refund 118.902, Cost 0.0006651712093096229
Number: 367, Probability: 5.597849028760038e-06, Refund 118.899, Cost 0.0006655786516705398
Number: 368, Probability: 5.60141917849144e-06, Refund 118.896, Cost 0.0006659863346459183
Number: 369, Probability: 5.604991526464431e-06, Refund 118.893, Cost 0.0006663942575559356
Number: 370, Probability: 5.608566083781241e-06, Refund 118.89, Cost 0.0006668024217007518
Number: 371, Probability: 5.612142844890755e-06, Refund 118.887, Cost 0.0006672108264005272
Number: 372, Probability: 5.615721809792973e-06, Refund 118.884, Cost 0.0006676194716354278
Number: 373, Probability: 5.619302989590125e-06, Refund 118.881, Cost 0.0006680283587054636
Number: 374, Probability: 5.6228863731799805e-06, Refund 118.878, Cost 0.0006684374862708897
Number: 375, Probability: 5.62647197166477e-06, Refund 118.875, Cost 0.0006688468556316496
Number: 376, Probability: 5.6300597850444944e-06, Refund 118.872, Cost 0.0006692564667678091
Number: 377, Probability: 5.6336498077680375e-06, Refund 118.869, Cost 0.0006696663189995789
Number: 378, Probability: 5.63724205093763e-06, Refund 118.866, Cost 0.0006700764136267523
Number: 379, Probability: 5.640836503451041e-06, Refund 118.863, Cost 0.0006704867493097011
Number: 380, Probability: 5.644433181961617e-06, Refund 118.86, Cost 0.0006708973280079578
Number: 381, Probability: 5.6480320753671265e-06, Refund 118.857, Cost 0.0006713081483819105
Number: 382, Probability: 5.6516331892186855e-06, Refund 118.854, Cost 0.0006717192110713976
Number: 383, Probability: 5.655236523516294e-06, Refund 118.851, Cost 0.0006721305160564351
Number: 384, Probability: 5.6588420838110665e-06, Refund 118.848, Cost 0.0006725420639767776
Number: 385, Probability: 5.662449864551888e-06, Refund 118.845, Cost 0.0006729538541526692
Number: 386, Probability: 5.66605987684099e-06, Refund 118.842, Cost 0.0006733658878835369
Number: 387, Probability: 5.6696721095761404e-06, Refund 118.839, Cost 0.0006737781638299189
Number: 388, Probability: 5.673286573859571e-06, Refund 118.836, Cost 0.0006741906832911759
Number: 389, Probability: 5.67690326969128e-06, Refund 118.833, Cost 0.0006746034462472239
Number: 390, Probability: 5.680522197071269e-06, Refund 118.83, Cost 0.0006750164526779789
Number: 391, Probability: 5.684143355999538e-06, Refund 118.827, Cost 0.0006754297025633571
Number: 392, Probability: 5.687766746476086e-06, Refund 118.824, Cost 0.0006758431958832744
Number: 393, Probability: 5.691392374052029e-06, Refund 118.821, Cost 0.0006762569332772361
Number: 394, Probability: 5.695020238727366e-06, Refund 118.818, Cost 0.0006766709147251081
Number: 395, Probability: 5.698650340502098e-06, Refund 118.815, Cost 0.0006770851402067568
Number: 396, Probability: 5.702282679376225e-06, Refund 118.812, Cost 0.000677499609702048
Number: 397, Probability: 5.705917260900861e-06, Refund 118.809, Cost 0.0006779143238503704
Number: 398, Probability: 5.709554079524892e-06, Refund 118.806, Cost 0.0006783292819720343
Number: 399, Probability: 5.713193146350548e-06, Refund 118.803, Cost 0.0006787444853658841
Number: 400, Probability: 5.716834455826714e-06, Refund 118.8, Cost 0.0006791599333522136
Number: 401, Probability: 5.720478013504504e-06, Refund 118.797, Cost 0.0006795756265702945
Number: 402, Probability: 5.724123813832804e-06, Refund 118.794, Cost 0.0006799915643404542
Number: 403, Probability: 5.7277718679138445e-06, Refund 118.791, Cost 0.0006804077479613535
Number: 404, Probability: 5.7314221646453944e-06, Refund 118.788, Cost 0.0006808241760938971
Number: 405, Probability: 5.7350747206807995e-06, Refund 118.785, Cost 0.0006812408506960688
Number: 406, Probability: 5.738729524917829e-06, Refund 118.782, Cost 0.0006816577704287896
Number: 407, Probability: 5.742386582907599e-06, Refund 118.779, Cost 0.0006820749359311817
Number: 408, Probability: 5.746045894650109e-06, Refund 118.776, Cost 0.0006824923471829613
Number: 409, Probability: 5.749707465696474e-06, Refund 118.773, Cost 0.0006829100048231673
Number: 410, Probability: 5.753371290495579e-06, Refund 118.77, Cost 0.0006833279081721599
Number: 411, Probability: 5.757037380149654e-06, Refund 118.767, Cost 0.000683746058528234
Number: 412, Probability: 5.76070572355647e-06, Refund 118.764, Cost 0.0006841644545524606
Number: 413, Probability: 5.764376331818255e-06, Refund 118.761, Cost 0.0006845830975430678
Number: 414, Probability: 5.768049204935011e-06, Refund 118.758, Cost 0.000685001987479672
Number: 415, Probability: 5.771724342906737e-06, Refund 118.755, Cost 0.0006854211243418895
Number: 416, Probability: 5.775401745733433e-06, Refund 118.752, Cost 0.0006858405081093366
Number: 417, Probability: 5.779081413415099e-06, Refund 118.749, Cost 0.0006862601387616296
Number: 418, Probability: 5.782763351502851e-06, Refund 118.746, Cost 0.0006866800169375575
Number: 419, Probability: 5.786447559996688e-06, Refund 118.743, Cost 0.0006871001426166867
Number: 420, Probability: 5.7901340388966105e-06, Refund 118.74, Cost 0.0006875205157785835
Number: 421, Probability: 5.7938227937537334e-06, Refund 118.737, Cost 0.0006879411370619371
Number: 422, Probability: 5.797513819016942e-06, Refund 118.734, Cost 0.0006883620057871575
Number: 423, Probability: 5.8012071202373505e-06, Refund 118.731, Cost 0.0006887831225929009
Number: 424, Probability: 5.80490269741496e-06, Refund 118.728, Cost 0.0006892044874586833
Number: 425, Probability: 5.8086005505497695e-06, Refund 118.725, Cost 0.0006896261003640214
Number: 426, Probability: 5.812300685192895e-06, Refund 118.722, Cost 0.0006900479619474708
Number: 427, Probability: 5.816003101344336e-06, Refund 118.719, Cost 0.0006904700721884981
Number: 428, Probability: 5.819707799004092e-06, Refund 118.716, Cost 0.0006908924310665698
Number: 429, Probability: 5.82341478372328e-06, Refund 118.713, Cost 0.0006913150392201416
Number: 430, Probability: 5.827124049950783e-06, Refund 118.71, Cost 0.0006917378959696574
Number: 431, Probability: 5.830835603237716e-06, Refund 118.707, Cost 0.0006921610019535395
Number: 432, Probability: 5.8345494435840806e-06, Refund 118.704, Cost 0.0006925843571512047
Number: 433, Probability: 5.838265570989876e-06, Refund 118.701, Cost 0.0006930079615420692
Number: 434, Probability: 5.8419839910062166e-06, Refund 118.698, Cost 0.0006934318157644559
Number: 435, Probability: 5.845704698081988e-06, Refund 118.695, Cost 0.0006938559191388416
Number: 436, Probability: 5.849427703319421e-06, Refund 118.692, Cost 0.0006942802729623886
Number: 437, Probability: 5.853153001167399e-06, Refund 118.689, Cost 0.0006947048765555574
Number: 438, Probability: 5.856880591625924e-06, Refund 118.686, Cost 0.0006951297298977144
Number: 439, Probability: 5.860610485797224e-06, Refund 118.683, Cost 0.000695554834285872
Number: 440, Probability: 5.86434267257907e-06, Refund 118.68, Cost 0.0006959801883816841
Number: 441, Probability: 5.868077163073693e-06, Refund 118.677, Cost 0.0006964057934820966
Number: 442, Probability: 5.871813951729976e-06, Refund 118.674, Cost 0.0006968316489076032
Number: 443, Probability: 5.8755530440990356e-06, Refund 118.671, Cost 0.0006972577552962766
Number: 444, Probability: 5.879294440180871e-06, Refund 118.668, Cost 0.0006976841126273836
Number: 445, Probability: 5.883038139975483e-06, Refund 118.665, Cost 0.0006981107208801907
Number: 446, Probability: 5.886784149033986e-06, Refund 118.662, Cost 0.0006985375806926709
Number: 447, Probability: 5.89053246735638e-06, Refund 118.659, Cost 0.0006989646920440407
Number: 448, Probability: 5.89428308939155e-06, Refund 118.656, Cost 0.0006993920542548437
Number: 449, Probability: 5.898036026241726e-06, Refund 118.653, Cost 0.0006998196686216596
Number: 450, Probability: 5.901791277906909e-06, Refund 118.65, Cost 0.0007002475351236548
Number: 451, Probability: 5.905548838835983e-06, Refund 118.647, Cost 0.0007006756530813729
Number: 452, Probability: 5.909308714580064e-06, Refund 118.644, Cost 0.0007011040231326371
Number: 453, Probability: 5.9130709051391506e-06, Refund 118.641, Cost 0.000701532645256614
Number: 454, Probability: 5.916835416064359e-06, Refund 118.638, Cost 0.0007019615200910434
Number: 455, Probability: 5.9206022473556885e-06, Refund 118.635, Cost 0.0007023906476150421
Number: 456, Probability: 5.9243713934620246e-06, Refund 118.632, Cost 0.0007028200271491869
Number: 457, Probability: 5.928142865485597e-06, Refund 118.629, Cost 0.0007032496599896909
Number: 458, Probability: 5.9319166634264064e-06, Refund 118.626, Cost 0.000703679546115621
Number: 459, Probability: 5.935692781733337e-06, Refund 118.623, Cost 0.0007041096848475536
Number: 460, Probability: 5.9394712259575044e-06, Refund 118.62, Cost 0.0007045400768230792
Number: 461, Probability: 5.943251996098908e-06, Refund 118.617, Cost 0.0007049707220212643
Number: 462, Probability: 5.947035097708664e-06, Refund 118.614, Cost 0.0007054016210796155
Number: 463, Probability: 5.950820530786771e-06, Refund 118.611, Cost 0.0007058327739771497
Number: 464, Probability: 5.954608289782115e-06, Refund 118.608, Cost 0.0007062641800344771
Number: 465, Probability: 5.958398385796926e-06, Refund 118.605, Cost 0.0007066958405474444
Number: 466, Probability: 5.962190813280088e-06, Refund 118.602, Cost 0.000707127754836645
Number: 467, Probability: 5.9659855777827175e-06, Refund 118.599, Cost 0.0007075599235394526
Number: 468, Probability: 5.969782679304814e-06, Refund 118.596, Cost 0.0007079923466348337
Number: 469, Probability: 5.973582117846377e-06, Refund 118.593, Cost 0.0007084250241017554
Number: 470, Probability: 5.9773838989585215e-06, Refund 118.59, Cost 0.0007088579565774911
Number: 471, Probability: 5.981188022641248e-06, Refund 118.587, Cost 0.0007092911440409578
Number: 472, Probability: 5.984994483343442e-06, Refund 118.584, Cost 0.0007097245858127988
Number: 473, Probability: 5.988803292167333e-06, Refund 118.581, Cost 0.0007101582831884945
Number: 474, Probability: 5.992614443561806e-06, Refund 118.578, Cost 0.0007105922354886718
Number: 475, Probability: 5.9964279430779754e-06, Refund 118.575, Cost 0.0007110264433504709
Number: 476, Probability: 6.000243790715842e-06, Refund 118.572, Cost 0.0007114609067527588
Number: 477, Probability: 6.004061986475406e-06, Refund 118.569, Cost 0.0007118956256744025
Number: 478, Probability: 6.0078825359077825e-06, Refund 118.566, Cost 0.0007123306007524422
Number: 479, Probability: 6.011705433461856e-06, Refund 118.563, Cost 0.0007127658313075381
Number: 480, Probability: 6.015530684688741e-06, Refund 118.56, Cost 0.0007132013179766972
Number: 481, Probability: 6.019358295139554e-06, Refund 118.557, Cost 0.0007136370613968602
Number: 482, Probability: 6.023188259263179e-06, Refund 118.554, Cost 0.000714073060888687
Number: 483, Probability: 6.0270205826107315e-06, Refund 118.551, Cost 0.0007145093170890848
Number: 484, Probability: 6.030855265182211e-06, Refund 118.548, Cost 0.0007149458299768208
Number: 485, Probability: 6.034692306977618e-06, Refund 118.545, Cost 0.0007153825995306617
Number: 486, Probability: 6.038531713548068e-06, Refund 118.542, Cost 0.000715819626387415
Number: 487, Probability: 6.042373479342444e-06, Refund 118.539, Cost 0.000716256909867774
Number: 488, Probability: 6.046217609911864e-06, Refund 118.536, Cost 0.0007166944506085127
Number: 489, Probability: 6.0500641108074404e-06, Refund 118.533, Cost 0.0007171322492463383
Number: 490, Probability: 6.05391297647806e-06, Refund 118.53, Cost 0.0007175703051019444
Number: 491, Probability: 6.0577642124748365e-06, Refund 118.527, Cost 0.0007180086188120049
Number: 492, Probability: 6.061617818797771e-06, Refund 118.524, Cost 0.000718447190355187
