Probabilities:
Mile Number: 1, Probability: 3.6366178509716907e-05, Refund 119.997, Cost 5.314547209027631e-06
Mile Number: 284, Probability: 3.6366178509716907e-05, Refund 119.148, Cost 6.325662536628362e-06
Mile Number: 285, Probability: 3.6366178509716907e-05, Refund 119.145, Cost 6.329544382219498e-06
Mile Number: 286, Probability: 3.6366178509716907e-05, Refund 119.142, Cost 6.333428524286976e-06
Mile Number: 287, Probability: 3.6366178509716907e-05, Refund 119.139, Cost 6.337314956028406e-06
Mile Number: 288, Probability: 3.6366178509716907e-05, Refund 119.136, Cost 6.341203690482189e-06
Mile Number: 289, Probability: 3.6366178509716907e-05, Refund 119.133, Cost 6.345094720845767e-06
Mile Number: 290, Probability: 3.6366178509716907e-05, Refund 119.13, Cost 6.348988053543336e-06
Mile Number: 291, Probability: 3.6366178509716907e-05, Refund 119.127, Cost 6.352883688385546e-06
Mile Number: 292, Probability: 3.6366178509716907e-05, Refund 119.124, Cost 6.356781625183049e-06
Mile Number: 293, Probability: 3.6366178509716907e-05, Refund 119.121, Cost 6.360681870359042e-06
Mile Number: 294, Probability: 3.6366178509716907e-05, Refund 119.118, Cost 6.3645844171112965e-06
Mile Number: 295, Probability: 3.6366178509716907e-05, Refund 119.115, Cost 6.368489271862676e-06
Mile Number: 296, Probability: 3.6366178509716907e-05, Refund 119.112, Cost 6.372396434423332e-06
Mile Number: 297, Probability: 3.6366178509716907e-05, Refund 119.109, Cost 6.376305904603418e-06
Mile Number: 298, Probability: 3.6366178509716907e-05, Refund 119.106, Cost 6.380217682213085e-06
Mile Number: 299, Probability: 3.6366178509716907e-05, Refund 119.103, Cost 6.384131780285573e-06
Mile Number: 300, Probability: 3.6366178509716907e-05, Refund 119.1, Cost 6.38804818540728e-06
Mile Number: 301, Probability: 3.6366178509716907e-05, Refund 119.097, Cost 6.391966903999568e-06
Mile Number: 302, Probability: 3.6366178509716907e-05, Refund 119.094, Cost 6.3958879424831354e-06
Mile Number: 303, Probability: 3.6366178509716907e-05, Refund 119.091, Cost 6.399811300667135e-06
Mile Number: 304, Probability: 3.6366178509716907e-05, Refund 119.088, Cost 6.403736971750007e-06
Mile Number: 305, Probability: 3.6366178509716907e-05, Refund 119.085, Cost 6.407664968762494e-06
Mile Number: 306, Probability: 3.6366178509716907e-05, Refund 119.082, Cost 6.411595278292492e-06
Mile Number: 307, Probability: 3.6366178509716907e-05, Refund 119.079, Cost 6.41552791998029e-06
Mile Number: 308, Probability: 3.6366178509716907e-05, Refund 119.076, Cost 6.41946288041395e-06
Mile Number: 309, Probability: 3.6366178509716907e-05, Refund 119.073, Cost 6.423400166012505e-06
Mile Number: 310, Probability: 3.6366178509716907e-05, Refund 119.07, Cost 6.427339776584606e-06
Mile Number: 311, Probability: 3.6366178509716907e-05, Refund 119.067, Cost 6.4312817185484535e-06
Mile Number: 312, Probability: 3.6366178509716907e-05, Refund 119.064, Cost 6.435225985102821e-06
Mile Number: 313, Probability: 3.6366178509716907e-05, Refund 119.061, Cost 6.439172589274789e-06
Mile Number: 314, Probability: 3.6366178509716907e-05, Refund 119.058, Cost 6.4431215176539164e-06
Mile Number: 315, Probability: 3.6366178509716907e-05, Refund 119.055, Cost 6.447072783266617e-06
Mile Number: 316, Probability: 3.6366178509716907e-05, Refund 119.052, Cost 6.451026379311831e-06
Mile Number: 317, Probability: 3.6366178509716907e-05, Refund 119.049, Cost 6.454982318814806e-06
Mile Number: 318, Probability: 3.6366178509716907e-05, Refund 119.046, Cost 6.458940588365936e-06
Mile Number: 319, Probability: 3.6366178509716907e-05, Refund 119.043, Cost 6.462901200989802e-06
Mile Number: 320, Probability: 3.6366178509716907e-05, Refund 119.04, Cost 6.4668641498855096e-06
Mile Number: 321, Probability: 3.6366178509716907e-05, Refund 119.037, Cost 6.470829441468596e-06
Mile Number: 322, Probability: 3.6366178509716907e-05, Refund 119.034, Cost 6.4747970755462125e-06
Mile Number: 323, Probability: 3.6366178509716907e-05, Refund 119.031, Cost 6.478767051925516e-06
Mile Number: 324, Probability: 3.6366178509716907e-05, Refund 119.028, Cost 6.48273937041366e-06
Mile Number: 325, Probability: 3.6366178509716907e-05, Refund 119.025, Cost 6.486714037425012e-06
Mile Number: 326, Probability: 3.6366178509716907e-05, Refund 119.022, Cost 6.490691052766229e-06
Mile Number: 327, Probability: 3.6366178509716907e-05, Refund 119.019, Cost 6.494670416243964e-06
Mile Number: 328, Probability: 3.6366178509716907e-05, Refund 119.016, Cost 6.498652134271588e-06
Mile Number: 329, Probability: 3.6366178509716907e-05, Refund 119.013, Cost 6.502636200048706e-06
Mile Number: 330, Probability: 3.6366178509716907e-05, Refund 119.01, Cost 6.506622619988356e-06
Mile Number: 331, Probability: 3.6366178509716907e-05, Refund 119.007, Cost 6.510611393896693e-06
Mile Number: 332, Probability: 3.6366178509716907e-05, Refund 119.004, Cost 6.514602521579871e-06
Mile Number: 333, Probability: 3.6366178509716907e-05, Refund 119.001, Cost 6.518596009449929e-06
Mile Number: 334, Probability: 3.6366178509716907e-05, Refund 118.998, Cost 6.522591857312521e-06
Mile Number: 335, Probability: 3.6366178509716907e-05, Refund 118.995, Cost 6.526590058367754e-06
Mile Number: 336, Probability: 3.6366178509716907e-05, Refund 118.992, Cost 6.530590625632549e-06
Mile Number: 337, Probability: 3.6366178509716907e-05, Refund 118.989, Cost 6.534593552306845e-06
Mile Number: 338, Probability: 3.6366178509716907e-05, Refund 118.986, Cost 6.5385988448013465e-06
Mile Number: 339, Probability: 3.6366178509716907e-05, Refund 118.983, Cost 6.542606502921211e-06
Mile Number: 340, Probability: 3.6366178509716907e-05, Refund 118.98, Cost 6.546616519866877e-06
Mile Number: 341, Probability: 3.6366178509716907e-05, Refund 118.977, Cost 6.55062891525765e-06
Mile Number: 342, Probability: 3.6366178509716907e-05, Refund 118.974, Cost 6.554643675688921e-06
Mile Number: 343, Probability: 3.6366178509716907e-05, Refund 118.971, Cost 6.558660800965843e-06
Mile Number: 344, Probability: 3.6366178509716907e-05, Refund 118.968, Cost 6.562680304101676e-06
Mile Number: 345, Probability: 3.6366178509716907e-05, Refund 118.965, Cost 6.5667021782966905e-06
Mile Number: 346, Probability: 3.6366178509716907e-05, Refund 118.962, Cost 6.570726423355544e-06
Mile Number: 347, Probability: 3.6366178509716907e-05, Refund 118.959, Cost 6.574753052289995e-06
Mile Number: 348, Probability: 3.6366178509716907e-05, Refund 118.956, Cost 6.57878205169693e-06
Mile Number: 349, Probability: 3.6366178509716907e-05, Refund 118.953, Cost 6.582813434587442e-06
Mile Number: 350, Probability: 3.6366178509716907e-05, Refund 118.95, Cost 6.5868471941621374e-06
Mile Number: 351, Probability: 3.6366178509716907e-05, Refund 118.947, Cost 6.590883330225173e-06
Mile Number: 352, Probability: 3.6366178509716907e-05, Refund 118.944, Cost 6.59492185578614e-06
Mile Number: 353, Probability: 3.6366178509716907e-05, Refund 118.941, Cost 6.5989627640456465e-06
Mile Number: 354, Probability: 3.6366178509716907e-05, Refund 118.938, Cost 6.603006054807348e-06
Mile Number: 355, Probability: 3.6366178509716907e-05, Refund 118.935, Cost 6.607051734477121e-06
Mile Number: 356, Probability: 3.6366178509716907e-05, Refund 118.932, Cost 6.611099802858122e-06
Mile Number: 357, Probability: 3.6366178509716907e-05, Refund 118.929, Cost 6.615150259753511e-06
Mile Number: 358, Probability: 3.6366178509716907e-05, Refund 118.926, Cost 6.619203104966443e-06
Mile Number: 359, Probability: 3.6366178509716907e-05, Refund 118.923, Cost 6.623258338300076e-06
Mile Number: 360, Probability: 3.6366178509716907e-05, Refund 118.92, Cost 6.627315972760339e-06
Mile Number: 361, Probability: 3.6366178509716907e-05, Refund 118.917, Cost 6.631376001548173e-06
Mile Number: 362, Probability: 3.6366178509716907e-05, Refund 118.914, Cost 6.6354384178651806e-06
Mile Number: 363, Probability: 3.6366178509716907e-05, Refund 118.911, Cost 6.63950324131718e-06
Mile Number: 364, Probability: 3.6366178509716907e-05, Refund 118.908, Cost 6.643570458504389e-06
Mile Number: 365, Probability: 3.6366178509716907e-05, Refund 118.905, Cost 6.647640075830019e-06
Mile Number: 366, Probability: 3.6366178509716907e-05, Refund 118.902, Cost 6.65171209309623e-06
Mile Number: 367, Probability: 3.6366178509716907e-05, Refund 118.899, Cost 6.655786516705398e-06
Mile Number: 368, Probability: 3.6366178509716907e-05, Refund 118.896, Cost 6.659863346459183e-06
Mile Number: 369, Probability: 3.6366178509716907e-05, Refund 118.893, Cost 6.663942575559357e-06
Mile Number: 370, Probability: 3.6366178509716907e-05, Refund 118.89, Cost 6.668024217007518e-06
Mile Number: 371, Probability: 3.6366178509716907e-05, Refund 118.887, Cost 6.672108264005272e-06
Mile Number: 372, Probability: 3.6366178509716907e-05, Refund 118.884, Cost 6.676194716354278e-06
Mile Number: 373, Probability: 3.6366178509716907e-05, Refund 118.881, Cost 6.680283587054636e-06
Mile Number: 374, Probability: 3.6366178509716907e-05, Refund 118.878, Cost 6.6843748627088975e-06
Mile Number: 375, Probability: 3.6366178509716907e-05, Refund 118.875, Cost 6.688468556316496e-06
Mile Number: 376, Probability: 3.6366178509716907e-05, Refund 118.872, Cost 6.692564667678091e-06
Mile Number: 377, Probability: 3.6366178509716907e-05, Refund 118.869, Cost 6.696663189995789e-06
Mile Number: 378, Probability: 3.6366178509716907e-05, Refund 118.866, Cost 6.700764136267523e-06
Mile Number: 379, Probability: 3.6366178509716907e-05, Refund 118.863, Cost 6.704867493097011e-06
Mile Number: 380, Probability: 3.6366178509716907e-05, Refund 118.86, Cost 6.708973280079577e-06
Mile Number: 381, Probability: 3.6366178509716907e-05, Refund 118.857, Cost 6.7130814838191054e-06
Mile Number: 382, Probability: 3.6366178509716907e-05, Refund 118.854, Cost 6.717192110713976e-06
Mile Number: 383, Probability: 3.6366178509716907e-05, Refund 118.851, Cost 6.7213051605643505e-06
Mile Number: 384, Probability: 3.6366178509716907e-05, Refund 118.848, Cost 6.725420639767776e-06
Mile Number: 385, Probability: 3.6366178509716907e-05, Refund 118.845, Cost 6.7295385415266915e-06
Mile Number: 386, Probability: 3.6366178509716907e-05, Refund 118.842, Cost 6.733658878835369e-06
Mile Number: 387, Probability: 3.6366178509716907e-05, Refund 118.839, Cost 6.73778163829919e-06
Mile Number: 388, Probability: 3.6366178509716907e-05, Refund 118.836, Cost 6.741906832911759e-06
Mile Number: 389, Probability: 3.6366178509716907e-05, Refund 118.833, Cost 6.746034462472239e-06
Mile Number: 390, Probability: 3.6366178509716907e-05, Refund 118.83, Cost 6.750164526779789e-06
Mile Number: 391, Probability: 3.6366178509716907e-05, Refund 118.827, Cost 6.754297025633571e-06
Mile Number: 392, Probability: 3.6366178509716907e-05, Refund 118.824, Cost 6.758431958832745e-06
Mile Number: 393, Probability: 3.6366178509716907e-05, Refund 118.821, Cost 6.7625693327723615e-06
Mile Number: 394, Probability: 3.6366178509716907e-05, Refund 118.818, Cost 6.766709147251082e-06
Mile Number: 395, Probability: 3.6366178509716907e-05, Refund 118.815, Cost 6.770851402067568e-06
Mile Number: 396, Probability: 3.6366178509716907e-05, Refund 118.812, Cost 6.7749960970204805e-06
Mile Number: 397, Probability: 3.6366178509716907e-05, Refund 118.809, Cost 6.779143238503704e-06
Mile Number: 398, Probability: 3.6366178509716907e-05, Refund 118.806, Cost 6.783292819720343e-06
Mile Number: 399, Probability: 3.6366178509716907e-05, Refund 118.803, Cost 6.787444853658841e-06
Mile Number: 400, Probability: 3.6366178509716907e-05, Refund 118.8, Cost 6.791599333522136e-06
Mile Number: 401, Probability: 3.6366178509716907e-05, Refund 118.797, Cost 6.795756265702945e-06
Mile Number: 402, Probability: 3.6366178509716907e-05, Refund 118.794, Cost 6.799915643404541e-06
Mile Number: 403, Probability: 3.6366178509716907e-05, Refund 118.791, Cost 6.804077479613535e-06
Mile Number: 404, Probability: 3.6366178509716907e-05, Refund 118.788, Cost 6.808241760938971e-06
Mile Number: 405, Probability: 3.6366178509716907e-05, Refund 118.785, Cost 6.812408506960687e-06
Mile Number: 406, Probability: 3.6366178509716907e-05, Refund 118.782, Cost 6.816577704287896e-06
Mile Number: 407, Probability: 3.6366178509716907e-05, Refund 118.779, Cost 6.820749359311817e-06
Mile Number: 408, Probability: 3.6366178509716907e-05, Refund 118.776, Cost 6.8249234718296135e-06
Mile Number: 409, Probability: 3.6366178509716907e-05, Refund 118.773, Cost 6.829100048231673e-06
Mile Number: 410, Probability: 3.6366178509716907e-05, Refund 118.77, Cost 6.833279081721599e-06
Mile Number: 411, Probability: 3.6366178509716907e-05, Refund 118.767, Cost 6.83746058528234e-06
Mile Number: 412, Probability: 3.6366178509716907e-05, Refund 118.764, Cost 6.841644545524606e-06
Mile Number: 413, Probability: 3.6366178509716907e-05, Refund 118.761, Cost 6.845830975430677e-06
Mile Number: 414, Probability: 3.6366178509716907e-05, Refund 118.758, Cost 6.8500198747967196e-06
Mile Number: 415, Probability: 3.6366178509716907e-05, Refund 118.755, Cost 6.854211243418895e-06
Mile Number: 416, Probability: 3.6366178509716907e-05, Refund 118.752, Cost 6.8584050810933654e-06
Mile Number: 417, Probability: 3.6366178509716907e-05, Refund 118.749, Cost 6.8626013876162955e-06
Mile Number: 418, Probability: 3.6366178509716907e-05, Refund 118.746, Cost 6.866800169375575e-06
Mile Number: 419, Probability: 3.6366178509716907e-05, Refund 118.743, Cost 6.871001426166867e-06
Mile Number: 420, Probability: 3.6366178509716907e-05, Refund 118.74, Cost 6.875205157785835e-06
Mile Number: 421, Probability: 3.6366178509716907e-05, Refund 118.737, Cost 6.87941137061937e-06
Mile Number: 422, Probability: 3.6366178509716907e-05, Refund 118.734, Cost 6.883620057871576e-06
Mile Number: 423, Probability: 3.6366178509716907e-05, Refund 118.731, Cost 6.887831225929008e-06
Mile Number: 424, Probability: 3.6366178509716907e-05, Refund 118.728, Cost 6.892044874586833e-06
Mile Number: 425, Probability: 3.6366178509716907e-05, Refund 118.725, Cost 6.896261003640213e-06
Mile Number: 426, Probability: 3.6366178509716907e-05, Refund 118.722, Cost 6.900479619474709e-06
Mile Number: 427, Probability: 3.6366178509716907e-05, Refund 118.719, Cost 6.904700721884981e-06
Mile Number: 428, Probability: 3.6366178509716907e-05, Refund 118.716, Cost 6.908924310665698e-06
Mile Number: 429, Probability: 3.6366178509716907e-05, Refund 118.713, Cost 6.913150392201417e-06
Mile Number: 430, Probability: 3.6366178509716907e-05, Refund 118.71, Cost 6.917378959696573e-06
Mile Number: 431, Probability: 3.6366178509716907e-05, Refund 118.707, Cost 6.921610019535395e-06
Mile Number: 432, Probability: 3.6366178509716907e-05, Refund 118.704, Cost 6.925843571512046e-06
Mile Number: 433, Probability: 3.6366178509716907e-05, Refund 118.701, Cost 6.930079615420692e-06
Mile Number: 434, Probability: 3.6366178509716907e-05, Refund 118.698, Cost 6.9343181576445586e-06
Mile Number: 435, Probability: 3.6366178509716907e-05, Refund 118.695, Cost 6.938559191388415e-06
Mile Number: 436, Probability: 3.6366178509716907e-05, Refund 118.692, Cost 6.942802729623886e-06
Mile Number: 437, Probability: 3.6366178509716907e-05, Refund 118.689, Cost 6.947048765555574e-06
Mile Number: 438, Probability: 3.6366178509716907e-05, Refund 118.686, Cost 6.951297298977144e-06
Mile Number: 439, Probability: 3.6366178509716907e-05, Refund 118.683, Cost 6.95554834285872e-06
Mile Number: 440, Probability: 3.6366178509716907e-05, Refund 118.68, Cost 6.959801883816841e-06
Mile Number: 441, Probability: 3.6366178509716907e-05, Refund 118.677, Cost 6.964057934820966e-06
Mile Number: 442, Probability: 3.6366178509716907e-05, Refund 118.674, Cost 6.968316489076032e-06
Mile Number: 443, Probability: 3.6366178509716907e-05, Refund 118.671, Cost 6.972577552962767e-06
Mile Number: 444, Probability: 3.6366178509716907e-05, Refund 118.668, Cost 6.976841126273837e-06
Mile Number: 445, Probability: 3.6366178509716907e-05, Refund 118.665, Cost 6.981107208801907e-06
Mile Number: 446, Probability: 3.6366178509716907e-05, Refund 118.662, Cost 6.985375806926708e-06
Mile Number: 447, Probability: 3.6366178509716907e-05, Refund 118.659, Cost 6.989646920440407e-06
Mile Number: 448, Probability: 3.6366178509716907e-05, Refund 118.656, Cost 6.993920542548438e-06
Mile Number: 449, Probability: 3.6366178509716907e-05, Refund 118.653, Cost 6.998196686216596e-06
Mile Number: 450, Probability: 3.6366178509716907e-05, Refund 118.65, Cost 7.002475351236548e-06
Mile Number: 451, Probability: 3.6366178509716907e-05, Refund 118.647, Cost 7.006756530813729e-06
Mile Number: 452, Probability: 3.6366178509716907e-05, Refund 118.644, Cost 7.011040231326371e-06
Mile Number: 453, Probability: 3.6366178509716907e-05, Refund 118.641, Cost 7.01532645256614e-06
Mile Number: 454, Probability: 3.6366178509716907e-05, Refund 118.638, Cost 7.019615200910434e-06
Mile Number: 455, Probability: 3.6366178509716907e-05, Refund 118.635, Cost 7.023906476150421e-06
Mile Number: 456, Probability: 3.6366178509716907e-05, Refund 118.632, Cost 7.028200271491869e-06
Mile Number: 457, Probability: 3.6366178509716907e-05, Refund 118.629, Cost 7.03249659989691e-06
Mile Number: 458, Probability: 3.6366178509716907e-05, Refund 118.626, Cost 7.0367954611562095e-06
Mile Number: 459, Probability: 3.6366178509716907e-05, Refund 118.623, Cost 7.041096848475537e-06
Mile Number: 460, Probability: 3.6366178509716907e-05, Refund 118.62, Cost 7.045400768230792e-06
Mile Number: 461, Probability: 3.6366178509716907e-05, Refund 118.617, Cost 7.0497072202126425e-06
